,index,name,id,mean_shear,time_before_tcg,mean_shear_hu,time_before_hu,lat,final_inten,mean_shear_max,time_ts_max,mean_shear_cat1,time_ts_cat1,mean_shear_cat1_65,time_ts_cat1_65,E_MPI,distance
232,1,2005_EMILY,"['al052005', 'AL_05']",6.090112999999999,24,5.171079499999999,48,11.0,140.0,6.417948666666666,234,5.477423999999999,72,5.389869749999999,48,88.77081723870256,1056.664057479948
233,4,2005_BETA,"['al272005', 'AL_27']",0.7391939999999977,12,5.61342875,48,11.0,100.0,5.379759999999999,96,4.638581799999999,60,1.9462599999999988,24,93.76670640359288,195.0399686734888
234,11,2005_DENNIS,"['al042005', 'AL_04']",7.8164004999999985,24,8.856751,36,13.0,130.0,7.721661333333333,306,8.440610799999998,60,7.965312666666666,36,82.92628378865317,224.05181512981594
235,21,2005_WILMA,"['al252005', 'AL_25']",4.0478163333333335,36,2.115391666666666,36,16.9,160.0,12.436962205128204,234,3.081604,72,3.081604,72,91.30496320531849,153.45206349766403
236,4,2006_HELENE,"['al092006', 'AL_09']",4.596158999999997,36,7.6518214,60,12.9,105.0,9.4599025,336,6.505948,96,6.880326666666666,72,85.02725305486639,588.2871024964277
237,12,2007_FELIX,"['al062007', 'AL_06']",6.152678999999999,12,7.2222524,30,12.1,150.0,6.547340749999999,144,6.91666,42,6.896604,24,85.88788636654446,345.8146143149699
238,0,2008_BERTHA,"['al022008', 'AL_02']",3.337208999999998,12,6.745434625000001,96,13.1,110.0,7.849881154929577,426,6.03956425,96,3.337208999999998,12,83.34244997722041,385.5901357276897
239,5,2008_PALOMA,"['al172008', 'AL_17']",6.2884930000000026,12,4.358866000000001,24,14.8,125.0,21.70906981818182,198,5.002075000000001,36,6.374330500000001,24,91.2782944495316,137.48147244634427
240,7,2008_IKE,"['al092008', 'AL_09']",5.961929000000001,12,7.206687199999999,60,17.3,125.0,10.98658375,336,6.9501666,60,5.961929000000001,12,79.84426831405676,1680.22866324159
241,9,2008_GUSTAV,"['al072008', 'AL_07']",7.079724000000002,12,6.0660785,24,15.1,135.0,9.10903271111111,270,6.403960333333334,36,6.969852000000001,24,93.30794697703024,321.91651920903354
242,5,2009_FRED,"['al072009', 'AL_07']",10.731442,12,6.513577999999999,24,11.7,105.0,8.023488652173912,276,7.919532666666666,36,10.731442,12,76.04283128169422,581.6830992516755
243,9,2010_EARL,"['al072010', 'AL_07']",5.517862999999998,36,9.27888075,96,14.3,125.0,10.03191710638298,282,8.253148636363635,132,6.974048499999999,72,78.62283634993922,345.66650263715536
244,10,2010_KARL,"['al132010', 'AL_13']",7.157168500000001,24,6.84895888888889,54,18.1,110.0,6.797210533333333,90,6.943792615384616,78,7.604668000000001,48,,
245,15,2010_JULIA,"['al122010', 'AL_12']",9.038345,12,9.04196925,48,13.1,120.0,12.704337458333333,288,9.0412444,60,9.371776,24,79.63884152939718,395.77225305915806
246,12,2011_OPHELIA,"['al162011', 'AL_16']",5.732647499999999,24,9.865225055555555,216,12.5,120.0,12.897768555555556,324,9.28925152631579,228,9.992857999999998,144,87.1038316495254,1668.639800486737
247,18,2011_RINA,"['al182011', 'AL_18']",6.8145815,48,2.597862000000001,24,16.0,100.0,4.395420636363637,132,5.409008333333333,72,4.3575307500000005,96,96.97721009243308,219.11787791359635
248,18,2012_SANDY,"['al182012', 'AL_18']",4.121954499999999,24,7.929515249999999,48,12.7,100.0,11.785696055555556,216,6.660328333333332,72,4.917000499999999,48,99.57537605112876,448.1024952966029
249,1,2014_GONZALO,"['al082014', 'AL_08']",9.5285725,24,7.489454999999999,24,16.4,125.0,11.011241483870966,186,8.509013750000001,48,8.068826333333334,36,85.13924782912426,470.4469700853971
250,7,2014_EDOUARD,"['al062014', 'AL_06']",5.951501333333333,36,6.6876946,60,17.2,105.0,13.072065463414631,246,6.411622125,96,6.383562799999999,60,78.92210139216861,1470.478306723019
251,5,2015_DANNY,"['al042015', 'AL_04']",7.802030666666664,36,5.079901,48,10.5,110.0,5.818993666666667,144,6.246527999999998,84,6.525404499999998,72,75.374885636201,1263.45968926249
252,7,2016_GASTON,"['al072016', 'AL_07']",7.007493333333332,36,8.1521205,48,12.0,105.0,10.597478680851063,282,7.866122666666667,72,8.128086,60,77.86101346412437,596.4358846296075
253,9,2016_OTTO,"['al162016', 'AL_16']",4.560298,84,3.478516599999999,60,11.3,100.0,5.42214118181818,132,4.109555749999999,144,3.981017499999999,168,88.73231382211112,185.8870117729262
254,3,2017_IRMA,"['al112017', 'AL_11']",6.537230999999999,12,3.898395500000001,24,16.2,155.0,6.57678652631579,342,4.778007333333334,36,6.537230999999999,12,79.36421383591045,587.1220353128082
255,5,2017_LEE,"['al142017', 'AL_14']",3.723286999999999,48,10.6530914375,192,12.5,100.0,9.564107490909093,330,9.314189578947367,228,6.925598,84,80.91918316124472,791.7469803721267
256,14,2017_JOSE,"['al122017', 'AL_12']",3.692767,36,4.885844666666665,36,12.0,135.0,10.814676607594937,474,3.997051399999999,60,3.997051399999999,60,87.13304991177365,1591.7231657725263
257,15,2017_MARIA,"['al152017', 'AL_15']",8.951363,12,6.078667999999999,24,12.2,150.0,11.638031333333334,378,7.036232999999999,36,8.951363,12,89.87827833164198,763.795832396114
258,9,2019_LORENZO,"['al132019', 'AL_13']",4.807510000000001,12,5.7757570000000005,48,11.0,140.0,10.210798545454544,264,5.5821076000000005,60,5.0352655,24,81.5928551816349,452.06097761077694
259,9,2020_IOTA,"['al312020', 'AL_31']",5.956079333333332,36,5.606625333333334,36,14.0,135.0,5.179532736842106,114,5.781352333333333,72,5.728756199999999,60,100.18538824682868,321.83161681261237
260,16,2020_ETA,"['al292020', 'AL_29']",4.185665,12,4.129711666666666,36,14.9,130.0,11.096918999999998,312,4.430079333333334,36,4.185665,12,98.65723635683578,361.3835115948159
261,17,2020_LAURA,"['al132020', 'AL_13']",7.504969333333334,36,10.385124777777778,108,17.0,130.0,11.116280125,192,9.665085916666667,144,7.628829666666668,72,83.26294464626517,826.3023211565712
262,24,2020_TEDDY,"['al202020', 'AL_20']",9.231383999999998,48,7.003614749999999,48,12.9,120.0,7.273525999999999,246,8.117499375,96,8.427290999999999,84,83.9469636065431,1402.4622786631874
263,25,2020_ZETA,"['al282020', 'AL_28']",9.139061000000002,12,5.025473666666666,36,18.0,100.0,13.264602,126,6.0538705,48,8.6923245,24,89.34137724392153,328.26136217450846
