,index,name,id,mean_shear,time_before_tcg,mean_shear_hu,time_before_hu,lat,final_inten,E_MPI,distance
147,19,2020_VAMCO,"['wp252020', 'WP_25']",5.3784247500000015,48,3.820950999999999,24,13.35,115.0,78.92004425420087,26.81986245322823
148,11,2000_CARLOTTA,"['ep032000', 'EP_03']",7.912665666666666,36,8.502973333333335,36,12.92,135.0,76.00799137521321,251.6301251336584
149,12,2000_DANIEL,"['ep062000', 'EP_06']",9.04216,36,8.781595500000002,24,10.9,110.0,79.13140757716178,999.3874186201701
150,3,2001_JULIETTE,"['ep112001', 'EP_11']",5.223344999999998,12,5.32844825,48,13.0,125.0,82.96369125036298,247.07287725265215
151,5,2001_ADOLPH,"['ep012001', 'EP_01']",7.7584125,24,4.553431000000002,24,13.6,125.0,67.39288999526862,376.9837889528314
152,2,2002_FAUSTO,"['ep082002', 'EP_08']",5.392730999999998,12,7.217827,24,12.8,125.0,77.99870313910355,826.33882213371
153,3,2002_KENNA,"['ep142002', 'EP_14']",4.949428000000001,12,5.745237,36,11.5,145.0,,596.2657708298443
154,4,2002_ALMA,"['ep012002', 'EP_01']",6.59731725,48,6.2036474,60,10.7,100.0,67.40751512153955,878.7773850638207
155,8,2002_ELIDA,"['ep062002', 'EP_06']",4.715187,12,10.173688999999998,24,11.9,140.0,79.21409209162057,511.8196273867423
156,11,2002_HERNAN,"['ep102002', 'EP_10']",2.2987660000000005,12,2.6035844999999984,24,13.9,140.0,82.63648324988625,446.69380352965646
157,0,2004_DARBY,"['ep052004', 'EP_05']",8.204386,12,9.0715355,24,12.5,105.0,78.19220522517512,1329.0234705901503
158,3,2005_KENNETH,"['ep112005', 'EP_11']",8.968912,12,7.329225000000001,24,12.9,115.0,75.85113814770573,1507.407229780171
159,14,2005_JOVA,"['ep102005', 'EP_10']",6.060610333333332,72,7.587881999999998,36,13.8,110.0,69.79018336875284,2035.7521510635695
160,0,2006_DANIEL,"['ep052006', 'EP_05']",5.3454250000000005,24,1.6886203333333327,36,12.3,130.0,74.9958588122625,1137.9297384708268
161,3,2006_JOHN,"['ep112006', 'EP_11']",3.6225710000000007,12,2.9110734999999988,24,13.1,115.0,80.19483563200967,316.27495785043334
162,11,2006_LANE,"['ep132006', 'EP_13']",8.876589000000003,12,3.8031476666666655,36,16.7,110.0,,138.99365830569843
163,13,2006_BUD,"['ep032006', 'EP_03']",5.516337,12,10.431201499999998,24,13.5,110.0,70.88125781260305,961.5957534265565
164,17,2006_ILEANA,"['ep102006', 'EP_10']",6.727981,12,6.518919,24,12.5,105.0,81.5146550750754,571.8159480085126
165,5,2007_FLOSSIE,"['ep092007', 'EP_09']",5.717005999999998,12,10.622078666666669,36,13.2,120.0,65.6413766831595,2206.5891844583575
166,9,2009_JIMENA,"['ep132009', 'EP_13']",7.868971200000002,60,3.145695999999999,24,13.7,135.0,76.19329555910244,403.65790073507117
167,13,2009_RICK,"['ep202009', 'EP_20']",4.070960666666665,36,4.1593415,24,12.14,155.0,79.55591090986857,392.9019119591245
168,16,2009_GUILLERMO,"['ep102009', 'EP_10']",7.015087000000001,84,7.984387666666666,36,16.1,110.0,72.41931632058838,1255.666170699128
169,3,2010_CELIA,"['ep042010', 'EP_04']",7.679950666666667,36,13.020950666666666,36,12.8,140.0,79.64798812793083,370.3196958155605
170,1,2011_EUGENE,"['ep052011', 'EP_05']",9.1966675,24,14.753723666666668,36,10.6,120.0,81.85164747246878,680.0979250661829
171,3,2011_ADRIAN,"['ep012011', 'EP_01']",4.282184499999998,24,4.4179985,24,11.7,120.0,70.288141275391,544.1720744623126
172,4,2011_HILARY,"['ep092011', 'EP_09']",4.99063,12,3.1613375,24,13.7,125.0,85.58553511818032,196.43696205226436
173,5,2011_DORA,"['ep042011', 'EP_04']",8.588937999999999,12,7.449016,36,10.4,135.0,81.86931811825374,371.3340348507391
174,7,2011_KENNETH,"['ep132011', 'EP_13']",4.9152456,60,6.9183495,24,11.5,125.0,82.02259756134012,791.0970527932989
175,10,2011_JOVA,"['ep102011', 'EP_10']",10.096626,36,4.777180749999999,48,12.1,110.0,79.75231091182668,827.0423086315495
176,0,2012_BUD,"['ep022012', 'EP_02']",8.927964333333334,36,7.326173,48,9.7,100.0,71.98303940172148,807.8626943004984
177,1,2012_EMILIA,"['ep052012', 'EP_05']",4.202069499999999,24,6.336053333333332,36,10.3,120.0,77.64511042307059,817.3638060310873
178,8,2012_DANIEL,"['ep042012', 'EP_04']",5.885629,24,4.7071755,48,13.8,100.0,74.68234363696078,761.0053159059587
179,10,2012_MIRIAM,"['ep132012', 'EP_13']",5.462163999999998,12,7.674863999999999,36,13.9,105.0,78.16332358982953,624.4088950659354
180,11,2012_PAUL,"['ep162012', 'EP_16']",7.196463000000001,12,6.746293000000001,36,13.9,105.0,,
181,5,2013_RAYMOND,"['ep172013', 'EP_17']",7.326173000000001,12,4.771649,24,14.2,110.0,80.95625519971496,316.1549595417204
182,5,2014_SIMON,"['ep192014', 'EP_19']",7.786071250000001,48,6.747437499999998,48,17.9,115.0,76.98174993916722,229.70179349688988
183,8,2014_AMANDA,"['ep012014', 'EP_01']",2.805652333333333,36,0.6487784999999988,24,10.9,135.0,72.59989579823407,991.9941932636567
184,9,2014_ISELLE,"['ep092014', 'EP_09']",4.343097333333334,36,7.0817586666666665,36,12.8,120.0,73.04811353680435,1777.413895656648
185,11,2014_GENEVIEVE,"['ep072014', 'EP_07']",8.258559,60,8.98343952,300,12.1778,140.0,68.6090592580204,2383.674029428283
186,12,2014_MARIE,"['ep132014', 'EP_13']",7.1735729999999975,12,8.4283265,24,12.6,140.0,82.93094207762604,473.04567208095824
187,13,2014_CRISTINA,"['ep032014', 'EP_03']",2.1802466666666667,36,2.758473500000001,24,15.5,130.0,74.18839004300933,251.9358241475572
188,17,2014_ODILE,"['ep152014', 'EP_15']",7.566518,24,6.334908833333334,72,14.4,120.0,80.6820010407003,335.05020849040125
189,18,2014_JULIO,"['ep102014', 'EP_10']",9.0584882,60,11.3414605,48,13.5,105.0,75.51033681941188,1460.9650688418967
190,1,2015_DOLORES,"['ep052015', 'EP_05']",5.369078,24,5.967079249999999,48,12.2,115.0,80.10886940260662,420.4274696961652
191,3,2015_OLAF,"['ep192015', 'EP_19']",4.603598249999999,48,5.147299333333333,36,9.4,130.0,72.6925073558662,2322.8485380524644
192,6,2015_ANDRES,"['ep012015', 'EP_01']",7.896896999999999,12,4.326819999999999,36,11.1,125.0,67.15164905084586,1160.0245029287744
193,10,2015_JIMENA,"['ep132015', 'EP_13']",6.6627445,48,4.142555499999999,24,12.2,135.0,78.83164213480049,1405.504645125441
194,13,2015_SANDRA,"['ep222015', 'EP_22']",6.636421000000002,12,7.364831666666666,36,10.8,130.0,80.52875317759711,762.3959775793229
195,14,2015_PATRICIA,"['ep202015', 'EP_20']",2.6302895,24,3.171638,36,13.1,185.0,,
196,15,2015_IGNACIO,"['ep122015', 'EP_12']",5.1567732500000005,48,5.777283,36,12.8,125.0,67.69024437334284,2489.6877579709967
197,16,2015_LINDA,"['ep152015', 'EP_15']",7.713204750000001,48,8.9761605,24,13.2,110.0,78.85843683339974,730.5535010774048
198,1,2016_DARBY,"['ep052016', 'EP_05']",7.535235,24,10.206243666666666,36,15.9,105.0,75.92358867594795,519.4917361391281
199,6,2016_MADELINE,"['ep142016', 'EP_14']",5.464452999999999,12,4.766613199999999,60,13.9,115.0,66.2029890521379,1940.839259701674
200,11,2016_LESTER,"['ep132016', 'EP_13']",6.621161000000001,24,2.147310500000001,48,16.0,125.0,76.88556958715704,753.2331044845726
201,13,2016_BLAS,"['ep032016', 'EP_03']",10.953475,12,9.655866333333332,36,11.4,120.0,80.15913730800199,962.3950400642544
202,15,2016_SEYMOUR,"['ep202016', 'EP_20']",4.694331666666667,36,3.3871855,24,13.2,130.0,85.81135452271091,560.2583572643113
203,1,2017_EUGENE,"['ep052017', 'EP_05']",2.71689,12,3.332122333333333,36,11.6,100.0,76.87897170669635,1064.6869819040974
204,9,2017_KENNETH,"['ep132017', 'EP_13']",8.480083333333335,36,8.964842666666668,36,14.9,115.0,75.4996124474967,1277.7677495740527
205,12,2017_FERNANDA,"['ep062017', 'EP_06']",7.780158,24,6.501369999999998,24,11.9,125.0,74.12941566645445,1100.373722451849
206,0,2018_ALETTA,"['ep022018', 'EP_02']",7.492507,12,6.311128666666666,36,14.2,120.0,74.22294326667716,586.0686369687089
207,4,2018_WILLA,"['ep242018', 'EP_24']",10.747719333333334,36,7.066371500000001,24,14.9,140.0,,
208,6,2018_LANE,"['ep142018', 'EP_14']",7.396368999999999,48,6.41744,36,10.7,140.0,77.88628827790157,1931.6590480140007
209,7,2018_OLIVIA,"['ep172018', 'EP_17']",6.374712000000001,24,9.367579500000002,48,15.4,115.0,81.77437266589045,787.9719453511983
210,12,2018_NORMAN,"['ep162018', 'EP_16']",6.751633999999999,24,7.127411500000001,24,17.2,130.0,77.78568905936221,716.2721207290502
211,13,2018_BUD,"['ep032018', 'EP_03']",6.3632670000000005,12,4.9078445,24,12.7,120.0,74.16509152335027,430.5382889271165
212,17,2018_ROSA,"['ep202018', 'EP_20']",5.340847,12,9.816604999999996,24,14.6,130.0,77.7251300114767,639.7484013005012
213,20,2018_HECTOR,"['ep102018', 'EP_10']",8.022029,12,9.58948533333333,36,12.96,135.0,79.34953368102222,1387.4097743851257
214,9,2019_KIKO,"['ep132019', 'EP_13']",3.4394509999999983,12,3.124522749999998,48,15.9,115.0,78.87357096605216,774.7186076525043
215,12,2019_ERICK,"['ep062019', 'EP_06']",5.210374000000002,12,5.706896250000001,48,11.5,115.0,76.67225490193057,2083.0799367726167
216,2,2020_DOUGLAS,"['ep082020', 'EP_08']",6.691356999999998,24,7.108908749999999,48,13.5,115.0,72.87068264844326,1595.428392813812
217,14,2020_GENEVIEVE,"['ep122020', 'EP_12']",6.7760500000000015,12,7.9071975,24,11.8,115.0,83.22369277191551,469.4304318090284
